company name,location,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,,HKTDC Events,supplier_url,exhibitor_url,Certificates,Other Certificates,Booth: 1C-B34   |   Electronic & Remote Control Toys   |   ,Booth: 5E-H02   |   Group Pavilion   |   ,Booth: 5E-F16   |   Group Pavilion   |   ,Booth: 1CON-023   |   Educational Toys & Games   |   Green Toy Exhibitors,Booth: 1B-D41   |   Educational Toys & Games   |   Green Toy Exhibitors,Booth: 5E-E07   |   Group Pavilion   |   ,Booth: 1A-D42   |   Educational Toys & Games   |   ,Booth: 3B-B08   |   Multiple Toys Products   |   Green Toy Exhibitors,"Booth: SA-09, 5E-D19   |   Group Pavilion, Group Pavilion   |   ",Booth: 5G-C21   |   Group Pavilion   |   Cantonese Business Go Global,Booth: 5E-E23   |   Group Pavilion   |   ,Booth: 5E-C06   |   Group Pavilion   |   ,Booth: 3B-C38   |   Multiple Toys Products   |   Green Toy Exhibitors,Verified Certificates,Booth: 1E-A02   |   Brand Name Gallery   |   Green Toy Exhibitors,Booth: 1D-D20   |   Brand Name Gallery   |   Cantonese Business Go Global,Booth: 1D-B10   |   Brand Name Gallery   |   Cantonese Business Go Global,Booth: 1E-A20   |   Brand Name Gallery   |   Cantonese Business Go Global,Booth: 1E-E36   |   Brand Name Gallery   |   Green Toy Exhibitors,Booth: 3D-C20   |   Soft Toys & Dolls   |   Green Toy Exhibitors,Booth: 5C-D02   |   Group Pavilion   |   Green Toy Exhibitors,Booth: 5C-C02   |   Group Pavilion   |   Cantonese Business Go Global,Booth: 1C-D35   |   Green Toys   |   Green Toy Exhibitors,Booth: 5E-G24   |   Group Pavilion   |   ,"Booth: 5G-E16, SA-12   |   Group Pavilion, Group Pavilion   |   Green Toy Exhibitors, Green Toy Exhibitors",Booth: 1D-B20   |   Brand Name Gallery   |   ,Booth: 5G-B22   |   Group Pavilion   |   Green Toy Exhibitors,Booth: 1E-E23   |   Brand Name Gallery   |   ,Booth: 1E-E08   |   Brand Name Gallery   |   Green Toy Exhibitors,Booth: 1C-D14   |   Green Toys   |   Green Toy Exhibitors,Booth: 5E-E37   |   Group Pavilion   |   Green Toy Exhibitors,Booth: 5E-E17   |   Group Pavilion   |   Cantonese Business Go Global,Booth: 5CON-022   |   Group Pavilion   |   ,Booth: 1B-C24   |   Educational Toys & Games   |   ,Booth: 3C-E24   |   World of Outdoor & Sporting Goods   |   Green Toy Exhibitors,Booth: 3D-C06   |   Soft Toys & Dolls   |   Green Toy Exhibitors,Booth: 1C-C12   |   Electronic & Remote Control Toys   |   Green Toy Exhibitors,Booth: 5E-H08   |   Group Pavilion   |   Green Toy Exhibitors,Booth: 1D-D26   |   Brand Name Gallery   |   Green Toy Exhibitors,Booth: 1E-D40   |   Brand Name Gallery   |   Green Toy Exhibitors,Booth: 1D-E36   |   Brand Name Gallery   |   Cantonese Business Go Global
"Hemei Sourcing Co., Limited",Hong Kong,,Distributor,Baby Toys,"Based on CREDIT STANDING FIRST,CUSTOMER PARAMOUNT management Aim, we have established good and long-term cooperation relationship with the cutomer all over the world, and also we have won good reputation in the toys and Gifts export business in our a",OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HEMEI-SOURCING-CO-LIMITED/1S00OFDJ2,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005RBNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rainbow Springs Hongkong Limited,Hong Kong,,Manufacturer,"Toy Brick,STEAM Toy,Toy Parts,Designer Toy,Plastic Toys,Novelty,Hobby & Collector's Item,Action & Skill Game,Christmas Decoration,Festival Item & Party Favour",Geslle block is a new-design of medium size block which is in particular using of magic spring to be the rolling track . It stimulates children's creativity and imagination.,"OEM, ODM",Geslle,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Rainbow-Spring-Hongkong-Limited/1X0F09XC,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005SO6U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hansmalta (HK) Company Limited,Hong Kong,Hansmalta(HK) is registered in Hong Kong ans has offices in Shantou and Chenghai. Taking advantage of each office. Hansmalta offers customers with good quality products with cpmpetitive price and good service.,"Wholesaler, Manufacturer, Export Agent, Exporter, Retailer, Import Agent",,"We produce the toys: such as dinosaurs, transformer, rainbow spring etc, our mainly for the maket in European, North and South America with competitive price and good quality, we have our in-house quality assurance department to control the quality.","ODM, Others, OBM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC International Sourcing Show 2021,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HANSMALTA-HK-COMPANY-LIMITED/1X0F0954,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005R8QM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainex Enterprise,Hong Kong,,"Manufacturer, Exporter","Scooters,Tricycle","Our company is specialized in import and export business; products include toys, household and electrical appliance as well as sundries.",Others,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hainex-Enterprise/1X03C74B,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005SII0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HK TipTop Toy Limited,Hong Kong,"We hold a factory founded on 1987, and our comany is the leading doll factory in Guangdong province. Our products are popular among US, EU area.","Retailer, Distributor, Chain Store, Buying Office, Department Store, Wholesaler",Plastic Toys,"Fashion doll, baby doll, mini doll, 18 inch doll and styling head",OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HK-TipTop-Toy-Ltd-/1S00OPAHB,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005SANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GST Lab Limited,Hong Kong,,Service Company,Toy Quality Testing Service,"Testing, inspection, certification and audit in Toys and juvenile products Textile and footwear products Electrical and electronics Food contact material products Reliable testing for vehicle industry ISTA",Others,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/General-Standard-Tech-Services-Limited/1S00NLE9V,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005TWEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full Win Trading & Transportation Limited,Hong Kong,"Full Win Trading & Transportation Limited (FWTT) has been a dynamic player in the toy manufacturing industry for over two decades. Originally established as an OEM slot car manufacturer, we have built a reputation for exceptional quality and innovation. Leveraging our extensive experience and expertise, we launched our proprietary brand, RaceXcale, to deliver superior slot car racing experiences directly to consumers. Our journey began with a commitment to precision engineering and high standards of safety and quality. Over the years, we have achieved significant milestones, including the development of advanced hand controllers with dual speed settings, USB-compatible power systems, and enhanced track accessories that elevate the racing experience. Our latest ventures include a new licensed Corvette C8 slot car, reflecting our dedication to staying at the forefront of the industry. At FWTT, we blend tradition with innovation, continually evolving our product line to meet modern demands while maintaining the reliability and excellence that our customers have come to expect. Our mission is to create memorable, high-quality products that inspire and entertain, making us a trusted name in toy manufacturing and beyond.","Buying Office, Manufacturer",Battery Operated Toy,"RaceXcale by Full Win Trading & Transportation Limited offers high-quality slot car racing sets featuring advanced hand controllers, USB power compatibility, and licensed vehicles like the Corvette C8, providing an immersive racing experience.",OEM,RaceXcale,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Full-Win-Trading-Transportation-Limited/1S00OFRVO,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005T3QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ficeae Medical Group Ltd,Hong Kong,,Charity / Welfare Organisation,Battery Operated Toy,stem toy,ODM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ficeae-Medical-Group-Ltd/1S00ODH7Y,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005QVC5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fable Group Limited,Hong Kong,,"Distributor, Manufacturer, Exporter","Magic Toy,Toy Brick,Mathematic Toy / Science Kit,STEAM Toy,Interactive Tech Toy,Board Game,Wooden Toys,Kids Drawing Kit,Kids Craft Kit,White Boards",Educational Toys,"OBM, Others, OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/FABLE-GROUP-LIMITED/1S00OEWGS,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005QYDZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corpa International Company Limited,Hong Kong,,Export Agent,"STEAM Toy,Battery Operated Toy,Soft Toy,Role Play Set,Pretend Play,Toy Vehicle,Plastic Toys,Kids Drawing Kit,Kids Craft Kit,Festival Item & Party Favour",KIDS COSMETIC SET / ROLE PLAY SET,OEM,Barbie,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2023 HKTDC Lifestyle Sourcing Show | Physical + Online HKTDC Hong Kong Toys & Games Fair 2020 HKTDC Hong Kong Toys & Games Fair 2019 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Corpa-International-Company-Limited/1X0A8V96,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005QOMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiabaile Technology Limited,Hong Kong,,"Wholesaler, Manufacturer",Board Game,"Puzzle toys, electronic Gomoku, laser board games, etc","OBM, OEM, ODM",JIABAILE,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/JIABAILE-TECHNOLOGY-LIMITED/1S00ODEFD,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005QHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juda Toys Industrial Company Limited,Hong Kong,"Juda Toys Company Limited focus on play set toys development, we have our own factory, R&D, QC and design team.",Manufacturer,Action & Skill Game,Military/Shark/Police/Dinosaurs/City Fire play set/Shark Play set,OEM,JUDA,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2023 HKTDC Lifestyle Sourcing Show | Physical + Online HKTDC International Sourcing Show 2021 HKTDC Hong Kong Toys & Games Fair 2020 HKTDC Hong Kong Toys & Games Fair 2019,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Juda-Toys-Industrial-Company-Limited/1X0AMNCR,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005QH47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ka Bo Group Limited,Hong Kong,,"Exporter, Manufacturer, Distributor","Toy Brick,Mathematic Toy / Science Kit,STEAM Toy,Interactive Tech Toy,Board Game,Wooden Toys,Kids Drawing Kit,Kids Craft Kit,White Boards,Action & Skill Game",Educational Toys & Games,"OBM, ODM, Others, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ka-Bo-Group-Limited/1S00OSFBO,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005QYB5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karjef Limited,Hong Kong,,"Exporter, Manufacturer","Learning Computer / System,Toy Walkie-Talkie,Interactive Tech Toy,Blinking Toy,Battery Operated Toy,e-Sports,Handheld Video Game,Video Game Accessories,Virtual Reality (VR) Gear,Virtual Reality (VR) / Augmented Reality (AR) Technology",Electronics Toys,"ODM, OEM, Others, OBM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Karjef-Limited/1S00OJJ6Z,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005RP25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Po Fat Trading Co,Hong Kong    |    Factory in Chinese Mainland,,"Distributor, Retailer, Importer, Export Agent, Exporter, Import Agent, Wholesaler","Blinking Toy,Battery Operated Toy",REMOTE CONTROL SERIES,"OEM, OBM, ODM",GOMEAN,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Po-Fat-Trading-Co/1X03IA24,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005RX6L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playmind Limited,Hong Kong    |    Factory in Chinese Mainland,"Playmind is a privately owned Hong Kong company engaging in the design, manufacture and marketing of toys worldwide.A leading specialist in licensed and generic toys. Also a reliable OEM maker for international toy brands and inventors.","Exporter, Manufacturer","Mathematic Toy / Science Kit,Battery Operated Toy,Toy Vehicle,Novelty","A leading specialist in licensed and generic toys. Also a reliable OEM maker for international toy brands and inventors. To Innovate, develop and manufacture wholesome toys for our next generations","OBM, OEM, ODM","Astro Venture,Future Explorers",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2014 HKTDC Hong Kong Toys & Games Fair 2009 Hong Kong Toys & Games Fair 2008 Hong Kong Toys & Games Fair 2007,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Playmind-Ltd/1X05U0II,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005QOP9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pengcheng Toy Industry Co., Limited",Hong Kong,"Pengcheng Toy Industry Co., Limited is a company integrated manufacture, trading and service in one. Our business has been increasing steadily and our products are sold to all around the world.We are well know the demand of different cultural backgrounds. Our customers throughout Europe, North America , South America, Middle East,South Asia,Australia etc so we fully understand the requirements about quality, certification in these area.From research and development, manufacturing, and logistics we provide customers with comprehensive solutions. Satisfy the customer to product quality, packaging, transportation and delivery requirements. To the best quality, the fastest speed to send the latest products to clients. We have been searching and supply the most suitable products for global buyers. Communicate through the Internet and exhibition with the old and new customers. We strive to become the best supplier in the B2B market. Our products have entered into the Toys R us, Wal-mart, K-mart, and other large retailer's supply chain. We sincerely welcome customers from at home and abroad to visit us, inquire us and order products from our website:www.toysbase.com . You are also welcomed to come to our 20000 squre meters showroom and buy directly from our company.","Exporter, Manufacturer","Sound Control Toy,Toy Walkie-Talkie,Blinking Toy,Battery Operated Toy,Recycled Material Toy,Green Toy","Ｗe are Electric Toys Industry Company.Our company is a company integrated manufacture, trading and service in one. Our customers throughout Europe, North America , South America, Middle East,South Asia,Australia etc Welcome inquiry","OBM, OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/PENGCHENG-TOY-INDUSTRY-CO-LIMITED/1S00ODINL,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005RK8S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paya Group Limited,Hong Kong,"Paya Group is a professional Toys Supplier and also specialized in design and development of high-quality Toys, we have a rich experience to help our customer to find the good product and also we are able to follow your OEM product development from A to Z. Our customer bases consist of leading distributors in Europe, Eastern Europe, Oceania, America, South America, Scandinavia, Japan and other Asian countries, which have been in business with us for many years. With the best quality, excellent service and reasonable pricing, Paya Toys hope to establish long and lasting relationships with future customers and head towards the road of success together.","Buying Office, Distributor, Department Store, Mail Order Co., Chain Store, Government","Learning CD,Magic Toy,Toy Brick,Mathematic Toy / Science Kit,STEAM Toy,Interactive Tech Toy,Board Game,Kids Drawing Kit,Kids Craft Kit,Action & Skill Game","STEAM TOYS, PRIZE TOYS, MAGIC CUBE AND ALL KINDS OF MAT","ODM, OEM","COOL KID TOYS,COOL BUILDER KINGDOM,PAYA TOYS",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Paya-Group-Limited/1S00OQ5Y1,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005QHPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuoer Industry Company Limited,Hong Kong    |    Factory in Chinese Mainland,"We specialize in all kinds of educational toys, building block toys, craft toys, etc. Our products are sold all over the world. Toys are always a child's best companion and an excellent bridge between parents and children. In our company, you can find a variety of products to meet the needs of different customers. Our company's mission is to provide quality products and commercial profits to our business partners. Thank you for reading. We look forward to long-term cooperation between the two sides in the future. We welcome you to visit us at any time.","Shopping Mall, Retailer, Statutory Body, Wholesaler, Department Store, Import Agent, Distributor",,"We specialize in all kinds of educational toys, building block toys, craft toys, etc.","OEM, OBM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/NUOER-INDUSTRY-COMPANY-LIMITED/1S00ONIR9,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005SIAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North Star International Trade Co., Limited",Hong Kong,"North Star insists the managing idea of ""quality is theprincipal, credit is thesoul, chases excellence, hold up the brand "". has foundeda set of managing andselling pattern that is suitable for the development of thecompany,A professionalQ/C term who will control your goods very well",Manufacturer,Toy Brick,"STORY CARTOON VEHICLES, VINYL TOYS, TPE BLOCKS FOR INFANTS","ODM, OBM, OEM",NSTAR TOYS,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/NORTH-STAR-INTERNATIONAL-TRADE-CO-LIMITED/1S00OHW3V,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005S44K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newkada Toys Limited,Hong Kong,,"Service Company, Private Individual, Retailer, Buying Office, Department Store, Buying Cooperative, Importer, Shopping Mall, Mail Order Co., Manufacturer, Import Agent, Export Agent, Others, Professional Association, Charity / Welfare Organisation, Religious Group, Trade/Industrial Organisation, Chain Store, Exporter, Wholesaler, Consulate and Trade Commission, Government, Statutory Body, Distributor","Blinking Toy,Dolls","OEM&ODM are welcome, baby toys ,promotioal toys,remote control toys,dolls,educational toys",Others,NEWKADA TOYS,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/NEWKADA-TOYS-LIMITED/1S00OE1WB,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005SGCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Star International Limited,Hong Kong,,"Manufacturer, Exporter","Toy Brick,Mathematic Toy / Science Kit,STEAM Toy,Interactive Tech Toy,Board Game,Wooden Toys,Kids Drawing Kit,Kids Craft Kit,Action & Skill Game,Magic Goods",Educational Toys & Games,"OBM, Others, ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/New-Star-International-Limited/1S00OIM7T,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005QYPZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nam Shing Toys Limited,Hong Kong,"For over three decades, Nam Shing Toys has been the industry leader for the sourcing and manufacture of all tiers of toys. Our offices in China, Hong Kong and Australia were established to link the complex process to create a seamless experience for our clients. From initial consultation right through to the in-person product viewing in our showroom, Nam Shing is committed to delivering success.",Exporter,"Airsoft Accessories,Toy Brick,STEAM Toy,Board Game,Stuffed Toy,Toy Vehicle,Toy Parts,Novelty,Kids Craft Kit,Hobby & Collector's Item","Link the complex process to create a seamless experience for our clients. From initial consultation right through to the in-person product viewing in our showroom, Nam Shing is committed to delivering success.","OEM, OBM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2023 HKTDC Hong Kong Toys & Games Fair 2020,https://sourcing.hktdc.com/en/Supplier-Store/Profile/NAM-SHING-TOYS-LTD/1X0AA11W,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005S45H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mingshun Toys Limited,Hong Kong,,"Exporter, Export Agent, Manufacturer, Wholesaler",Battery Operated Toy,Plastic toys/BO toys/RC toys/Baby toys,"OEM, ODM, OBM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/MINGSHUN-TOYS-LIMITED/1S00OPIYO,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005RPXK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mingchong Industrial Limited,Hong Kong,,"Exporter, Manufacturer","Magic Toy,Toy Brick,Mathematic Toy / Science Kit,STEAM Toy,Interactive Tech Toy,Board Game,Baby Toys,Baby Books,White Boards,Action & Skill Game",Educational Toys,"ODM, OEM, Others, OBM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/MINGCHONG-INDUSTRIAL-LIMITED/1S00OG5VA,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005QYQW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ming Cheer Limited,Hong Kong,,"Manufacturer, Distributor, Exporter","Magic Toy,Toy Brick,Mathematic Toy / Science Kit,STEAM Toy,Interactive Tech Toy,Board Game,Kids Drawing Kit,Kids Craft Kit,White Boards,Action & Skill Game",Educational Toys,"OEM, Others, OBM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/MING-CHEER-LIMITED/1S00OEWO4,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005QYC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megas Living Limited,Hong Kong,,"Manufacturer, Exporter, Distributor","Learning Computer / System,Magic Toy,Toy Brick,Mathematic Toy / Science Kit,STEAM Toy,Interactive Tech Toy,Board Game,Kids Craft Kit,White Boards,Action & Skill Game",Educational Toys,"OBM, ODM, OEM, Others",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Megas-Living-Limited/1S00OHG3B,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005RPTW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucky Ship (Hong Kong) Company Limited,Hong Kong,,"Buying Office, Wholesaler, Exporter","Musical Box,Toy Musical Instrument,Bubble Toy,Toy Vehicle,Novelty",Early education toy vehicles: Inertial car toys are designed with cute animal shapes and bright colors to help children identify colors and identify animal appearance.,"OBM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Lucky-Ship-Hong-Kong-Company-Limited/1S00OIMBH,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005SI9R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linrui HK Limited,Hong Kong,"We are a company which major in education/preschool toys,QUALITY FIRST AND SERVICE FIRST is our company policy,our products are selling worldwide.","Exporter, Export Agent",Baby Toys,"We are a company which major in education/preschool toys,QUALITY FIRST AND SERVICE FIRST is our company policy,our products are selling worldwide.","OBM, ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Linrui-HK-Limited/1S00OVDNQ,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005SMG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
