,Reference,Subject,Subject_link,Closing Date
409,2352EM21T,Triennial Term Contract for Maintenance of Electrical Installations and UPS Systems for Hong Kong Port (HKP)and Hong Kong Link Road (HKLR) at Hong Kong Zhuhai Macao Bridge,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4071.html,11.2.2022
410,2715EM21T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package One of GE15),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4070.html,11.2.2022
411,2207EM21T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installation at Various Premises of the Government of the Hong Kong Special Administrative Region (Package One of OT21),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4069.html,11.2.2022
412,2794EM21T,"Quadrennial Term Contract for Maintenance of Oil-fired Boilers, Gas-fired Boilers, Dual Fuel Boilers and Solar Hot Water Installations at Security and Vehicle Services Division Venues for the Government of the Hong Kong Special Administrative Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4067.html,4.2.2022
413,1484EM21T,"Triennial Term Contract for Maintenance and Improvement of Heating, Ventilation and Air-conditioning Installations for Hospitals and Clinics in Kowloon East Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4066.html,4.2.2022
414,1361EM21T,Triennial Term Contract for Maintenance of Medical Gas Pipeline Systems for Health Sector Venues,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4064.html,28.1.2022
415,1960EM21T,Two-Year Term Contract for the Provision of Maintenance Service of Fixed X-ray Vehicle Inspection System at Shenzhen Bay Control Point,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4055.html,14.1.2022
416,EMSSSD0821,"Tender for the Supply of Emergency Medical Assistant Motorcycles to the Electrical and Mechanical Services Department, the vehicles to be ready to use within 12 months from the contract date.",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4056.html,13.1.2022
417,3006EM20T,Four-year Term Contract for Maintenance and Modification Works of Speed Enforcement Camera System (Phase II) for Hong Kong Police Force,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4054.html,31.12.2021
418,EMSSSD0721,"Tender for the Supply and Installation of Wheels with Run-flat Systems for Large Vans to the Electrical and Mechanical Services Department, the goods to be ready to use within 5 months from the contract date",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4052.html,30.12.2021
419,3031EM20T,"Triennial Term Contract for Repairs, Operation and Maintenance to Boilers, Hot Water Installations, Steam Related Equipment and Accessories in Various Health Care Institutions in Kowloon",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4053.html,24.12.2021
420,Contract No.: 1643EM21T,"Quadrennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Arsenal House, Police Headquarters, Wan Chai",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4051.html,17.12.2021
421,1056EM21T,"Quadrennial Term Contract for Maintenance and Repair of Electrical, Floodlight and Other Installations for Hong Kong Police Force, Correctional Services Department, Fire Services Department, Hong Kong Independent Commission Against Corruption and Security Bureau in Kowloon and Outlying Islands",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4048.html,10.12.2021
422,EMSD CCSD2021/28,Provision of Call Centre Service for the Electrical and Mechanical Services Department (EMSD),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4047.html,3.12.2021
423,1157EM21T,Triennial Term Contract for Maintenance of Air-Conditioning Installation and Other Associated Facilities at Unattended Municipal Venues in Kowloon,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4046.html,3.12.2021
424,2425EM20T,"42-month Term Contract for the Operation and Maintenance of Electrical, Mechanical and Other Installations for Municipal Venues of the Government of the Hong Kong Special Administrative Region in Kowloon Region [Package I]",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4045.html,3.12.2021
425,1337EM21T,"Triennial Term Contract for the Comprehensive Maintenance, Repair of, Alteration and Addition to, CCTV, Burglar Alarm and Security Installation at Various Municipal Venues in Hong Kong and Kowloon Region for the Government of the Hong Kong Special Administrative Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4044.html,3.12.2021
426,1900EM21T,"Triennial Term Contract for Maintenance of Heating, Ventilation and Air-conditioning Installations for Health Sector Venues in New Territories West Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4038.html,26.11.2021
427,1675EM20T,24-month Term Contract for Maintenance Services for Digital Trunked Radio System (Infrastructure) for Hong Kong Fire Services Department,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4036.html,26.11.2021
428,EMSSSD0321,Tender for the Supply of Tyres for Government Vehicles to the Electrical and Mechanical Services Department on a 24-month contract,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4041.html,25.11.2021
429,2495EM19W,Replacement of High Voltage Power Supply System at Cheung Tsing Tunnel,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4040.html,19.11.2021
430,1330EM20A,District Cooling System (DCS) at Kwu Tung North New Development AreaPhase 1 – DCS Pipe Laying and Associated Works (NEC4 ECC Option B),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4039.html,19.11.20213.12.2021
431,EMSD GSB 13707,Biennial Contract for Sampling and Analyzing of Liquefied Petroleum Gas,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4050.html,18.11.2021
432,EMSSSD0521,"Tender for the Supply of Mobile X-ray Inspection Medium Truck to the Electrical and Mechanical Services Department, the vehicle to be ready to use within 15 months from the contract date",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4035.html,11.11.2021
433,2353EM21T,4-year Term Contract for the Replacement and Expansion of Red Light Camera System and Speed Enforcement Camera System for Transport Department,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4043.html,5.11.2021
434,1420EM21T,"Triennial Term Contract for Building Services Fitting-Out, Replacement and Improvement Works for Hospital Authority Building, Kowloon Hospital, Hong Kong Children’s Hospital and Nearby Health Services Venues",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4030.html,29.10.2021
435,1892EM20T,5-year Term Contract for Provision of Closed Circuit Television Systems at Outlying Islands and Remote Facilities in Hong Kong for Correctional Services Department,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4037.html,29.10.20215.11.2021
436,EMSD/SR/2021,"Tender for the Provision of Services for Copywriting, Design and Production of Monthly Staff Newsletter “Group Voice” for the Electrical and Mechanical Services Department for a period of 36 months commencing 1 April 2022",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1751.html,28.10.2021
437,EMSSSD0121,"Tender for the Supply and Installation of Glazing Front Windscreens with Additional Washing Systems and Glazing Windows for Large Vans to the Electrical and Mechanical Services Department, the goods to be ready to use within 6 months from the contract date",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4033.html,28.10.2021
438,EMSSSD0421,"Tender for the Supply of Village Ambulances to the Electrical and Mechanical Services Department, the vehicles to be ready to use within 11 months from the contract date",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4025.html,18.10.2021
439,1319EM21T,"Triennial Term Contract for Building Services Fitting-out, Replacement and Improvement Works for Health Sector Venues in Hong Kong West Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4029.html,15.10.2021
440,1796EM21T,"Triennial Contract to supply and installation of public address systems, auxiliary equipment and emergency call-out system for the Government of the Hong Kong Special Administrative Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4028.html,15.10.2021
441,2BDTD21002,Provision of SAP Enterprise Support Service from year 2022 to year 2023 to the Electrical and Mechanical Services Trading Fund,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1743.html,11.10.2021
442,1421EM21T,"Triennial Term Contract for Building Services Fitting-Out, Replacement and Improvement Works for Queen Elizabeth Hospital and Nearby Health Services Venues",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4027.html,8.10.2021
443,Contract No.: 1201EM21T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package One of SG21),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4026.html,8.10.2021
444,2639EM20T,"Triennial Contract in Electrical Works in Change of Tenancy in Government Quarters in the Hong Kong Island, Kowloon & New Territories.",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4022.html,8.10.2021
445,2019EM19T,Triennial Term Contract for Maintenance of Electrical Installations and Domestic Appliances at Various Staff Quarters of the Hong Kong Police Force for the Government of the Hong Kong Special Administrative Region (NEC4 TSC OPTION A),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4020.html,8.10.2021
446,1188EM21T,"Triennial Term Contract for Air-conditioning, Electrical, Mechanical and Building Services Projects at Correctional Services Department Venues and Other Disciplined Services Venues",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4019.html,8.10.2021
447,2405EM21W,Replacement of Stage Machineries and Stage Automation System at Yuen Long Theatre of the Government of the Hong Kong Special Administrative Region,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4034.html,8.10.2021
448,1569EM21T,Two Years Term Contract for Replacement of Energy Efficient Lighting at Various Venues of Hospital Authority in Hong Kong (Batch 2),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4032.html,8.10.2021
449,1790EM21T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Escalator Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (SG21E),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4016.html,24.9.2021
450,1358EM21T,"Triennial Term Contract for Maintenance of Electrical, Mechanical and Air-conditioning Installations at Cheung Sha Wan Wholesale Food Market",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4015.html,24.9.2021
451,3197EM19W,Replacement of Fire Service System at Tseung Kwan O Tunnel,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4014.html,17.9.2021
452,1594EM20W,Replacement of Fire Service System at Cross Harbour Tunnel,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_4013.html,10.9.2021
