,ref,department,description,awardee,award_date,sum,period,url,start,end
19,Contract No.: NL/2023/11,Civil Engineering and Development Department,"Landslip Prevention and Mitigation Programme, Ground Investigation Term Contract (2025-2028), Contract 9",Vibro (H.K.) Limited,2026-02-16 00:00:00,HK $37.33M,,https://www.cedd.gov.hk//eng/tender-notices/contracts/contracts-awarded/index-id-1317.html,,
0,CE 16/2026 (CE),Civil Engineering and Development Department,Hung Shui Kiu/Ha Tsuen New Development Area Remaining Phase Development and Lau Fau Shan New Development Area Phase 1 Development – Design and Construction,Arup-AtkinsRéalis Joint Venture,2026-08-06 00:00:00,"HK$148,000,002.00",,https://www.cedd.gov.hk/eng/tender-notices/consultancy-agreements/consultancies-awarded/index.html,2026-08-10 00:00:00,2039-08-31 00:00:00
1,CE 1/2026 (CE),Civil Engineering and Development Department,The Establishment of an Agricultural Park (Phase 2 Stage 1) and Associated Infrastructure Works in Kwu Tung South - Design and Construction,Mott MacDonald Hong Kong Limited,2026-07-13 00:00:00,"HK$14,980,000.00",,https://www.cedd.gov.hk/eng/tender-notices/consultancy-agreements/consultancies-awarded/index.html,2026-07-17 00:00:00,2034-09-17 00:00:00
2,CE 39/2025 (CE),Civil Engineering and Development Department,Reclamation at Lung Kwu Tan - Design and Construction,Ove Arup & Partners Hong Kong Limited,2026-06-25 00:00:00,"HK$43,500,000.00",,https://www.cedd.gov.hk/eng/tender-notices/consultancy-agreements/consultancies-awarded/index.html,2026-06-30 00:00:00,2036-06-29 00:00:00
3,CE 18/2025 (GE),Civil Engineering and Development Department,"Landslip Prevention and Mitigation Programme, New Territories West and Lantau, Phase 1, Package C - Investigation, Design and Construction",Asia Infrastructure Solutions Limited,2026-03-20 00:00:00,"HK$25,500,000.00",,https://www.cedd.gov.hk/eng/tender-notices/consultancy-agreements/consultancies-awarded/index.html,2026-03-31 00:00:00,2032-03-30 00:00:00
4,CE 19/2025 (GE),Civil Engineering and Development Department,"Landslip Prevention and Mitigation Programme, Hong Kong Island and Outlying Islands, Phase 1, Package C - Investigation, Design and Construction",AECOM Asia Company Limited,2026-03-20 00:00:00,"HK$24,600,000.00",,https://www.cedd.gov.hk/eng/tender-notices/consultancy-agreements/consultancies-awarded/index.html,2026-03-31 00:00:00,2031-03-30 00:00:00
0,CE 40/2025 (CE),emsd,Development of Intelligent Solutions for Smart Construction Applications - Feasibility Study,Asia Infrastructure Solutions Limited,2026-03-27 00:00:00,"HK$23,800,000.00",,/filemanager/en/content_880/CE40_2025_CE-Internet_Notice_TnF.pdf,,2028-04-07 00:00:00
1,CE 39/2024 (EM),emsd,Monitoring of Electricity Supply Companies and Related Aspects - Feasibility Study,AtkinsRealis Asia Limited,2026-01-27 00:00:00,"HK$11,030,991.00",,/filemanager/en/content_880/CE39_2024_EM-Internet_Notice_TnF.pdf,,2030-02-10 00:00:00
2,CE 55/2023 (EM),emsd,"Replacement of High Voltage, Low Voltage and Generator Power Supply System at the Eastern Harbour Crossing - Design and Construction",Pypun-KD & Associates Limited,2024-12-05 00:00:00,"HK$7,380,000.00",,/filemanager/en/content_409/EOI_Invitation_Letter_CE55_2023EM.pdf,,2028-12-18 00:00:00
3,CE 21/2023 (CE),emsd,The District Cooling System (DCS) for Hung Shui Kiu/Ha Tsuen New Development Area (HSK/HT NDA) Phase 1 Stage 2 Works - Design and Construction,Binnies Hong Kong Limited,2024-06-18 00:00:00,"HK$50,000,000.00",,/filemanager/en/content_409/CE21_2023(CE)_Notice_Invitation_EOI.pdf,,2033-12-31 00:00:00
4,CE 28/2023 (EM),emsd,Replacement of Tunnel Lighting System at Tate's Cairn Tunnel - Design and Construction,WSP (Asia) Limited,2024-05-13 00:00:00,"HK$4,828,800.00",,/filemanager/en/content_409/EOI_Invitation Letter_CE28_2023(EM).pdf,,2028-05-27 00:00:00
5,CE 31/2021 (TT),emsd,Replacement of Traffic Control and Surveillance System (TCSS) at the Lion Rock Tunnel - Design and Construction,WSP (Asia) Limited,2021-11-09 00:00:00,"HK$8,688,888.00",,/filemanager/en/content_409/CE312021_Notice_of_Invitation_for_Expression_of_Interest.pdf,,2026-11-22 00:00:00
6,CE 4/2020 (CE),emsd,"The District Cooling System (DCS) for Hung Shui Kiu / Ha Tsuen New Development Area (HSK/HT NDA) Phase I Stage 1 Works – Investigation, Design and Construction",Ove Arup & Partners Hong Kong Ltd,2021-10-19 00:00:00,"HK$15,408,360.00",,/filemanager/en/content_409/CE4_2020_CE_Notice_Invitation_EOI.pdf,,2033-10-24 00:00:00
7,CE 53/2020 (TT),emsd,Replacement of Traffic Control & Surveillance System (TCSS) at the Aberdeen Tunnel and Tate's Cairn Tunnel - Design and Construction,WSP (Asia) Limited,2021-07-06 00:00:00,"HK$8,688,888.00",,/filemanager/en/content_409/CE532020_Notice_of_Invitation_for_Expression_of_Interest.pdf,,2026-10-06 00:00:00
8,CE 56/2020 (EM),emsd,Data Acquisition System of Free-Flow Tolling System for Government Tolled Tunnels - Design and Construction,WSP (Asia) Limited,2021-05-05 00:00:00,"HK$12,388,988.00",,/filemanager/en/content_409/Notice_of_Inviting_EOI_internet_CE56_2020_EM.pdf,,2026-07-06 00:00:00
9,CE 67/2018 (EM),emsd,The District Cooling System for Kwu Tung North New Development Area – Design and Construction,Ove Arup & Partners Hong Kong Ltd,2019-09-10 00:00:00,"HK$22,151,150.00",,/en/tenders_contracts_and_consultancies/tender_notices/invitation_for_expression_of_interest/agreement_no_ce_67_2018_em/index.html,,2035-05-09 00:00:00
10,CE 77/2017 (EM),emsd,The District Cooling System for Tung Chung New Town Extension (East) – Design and Construction,Ove Arup & Partners Hong Kong Ltd,2018-05-24 00:00:00,"HK$24,009,868.00",,/en/tenders_contracts_and_consultancies/tender_notices/invitation_for_expression_of_interest/agreement_no_ce_77_2017_em/index.html,,2031-12-31 00:00:00
11,CE 78/2017 (EM),emsd,The Third Plant of the District Cooling System (DCS) at Kai Tak development (KTD) – Design and Construction,Ove Arup & Partners Hong Kong Ltd,2018-05-08 00:00:00,"HK$17,086,800.00",,/en/tenders_contracts_and_consultancies/tender_notices/invitation_for_expression_of_interest/agreement_no_ce_78_2017_em/index.html,,2028-12-31 00:00:00
0,1280EM25T,Electrical and Mechanical Services Department,Triennial Term Contract for the Comprehensive Maintenance and Repair of Escalator Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package One of HT25E),Holake Hong Kong Lifts Limited,2026-05-01 00:00:00,Holake Hong Kong Lifts Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
1,1212EM25W,Electrical and Mechanical Services Department,Enhancement Works for Tunnel Ventilation Fans at Central-Wan Chai Bypass Tunnel,The Jardine Engineering Corporation Limited,2026-05-01 00:00:00,The Jardine Engineering Corporation Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
2,ADM/T/2025/02,Electrical and Mechanical Services Department,Provision of Property Management Services to the Electrical & Mechanical Services Department Headquarters,Synergis Facility Management Limited,2026-04-01 00:00:00,Synergis Facility Management Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
3,1766EM24T,Electrical and Mechanical Services Department,"Quinquennial Term Contract for Air-Conditioning Plants Fitting-out, Replacement and Improvement Works for Various Disciplined Services Venues in Hong Kong Island Cluster","Winston Air Conditioning & Engineering (Hong Kong) Company, Limited",2026-04-01 00:00:00,"Winston Air Conditioning & Engineering (Hong Kong) Company, Limited",,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
4,1960EM25T,Electrical and Mechanical Services Department,"Quadrennial Term Contract for Repairs, Operation and Maintenance of Boilers, Hot Water Installations, Steam Related Plant and Accessories at Various Venues of Security and Vehicle Services Division",Kwong Hing Loong Engine & Boiler Factory Limited,2026-04-01 00:00:00,Kwong Hing Loong Engine & Boiler Factory Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
5,2070EM25T,Electrical and Mechanical Services Department,"24-month Term Contract for Maintenance of Air-conditioning and Electrical Installations at Ruttonjee Hospital, Tung Wah Eastern Hospital and Cheshire Home Chung Hom Kok",Young's Engineering Company Limited,2026-03-01 00:00:00,Young's Engineering Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
6,1331EM24T,Electrical and Mechanical Services Department,Quadrennial Term Contract for the Maintenance of Town Gas Installations at Various Venues of Security and Vehicles Services Division,Golden Target Kitchen Engineering Limited,2026-02-01 00:00:00,Golden Target Kitchen Engineering Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
7,1049EM25T,Electrical and Mechanical Services Department,5-year Term Contract for Provision of Closed Circuit Television Systems at Various Disciplined Services Venues,Chubb Hong Kong Limited,2026-02-01 00:00:00,Chubb Hong Kong Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
8,1050EM25T,Electrical and Mechanical Services Department,Triennial Term Contract for Maintenance of Electrical and Mechanical Equipment and Installations for Health Sector Venues in New Territories West Region,Young's Engineering Company Limited,2026-01-01 00:00:00,Young's Engineering Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
9,1721EM24T,Electrical and Mechanical Services Department,Provision of Radio Systems at the new Huanggang Port Boundary Control Point for the Government of Hong Kong Special Administrative Region,PCCW Technical Services Limited,2026-01-01 00:00:00,PCCW Technical Services Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
10,1520EM25T,Electrical and Mechanical Services Department,"Triennial Term Contract for the Provision of Smart Site Safety System, WiFi Network and Video Analytics Systems for Drainage Services Department",G4S Security Systems (Hong Kong) Limited,2026-01-01 00:00:00,G4S Security Systems (Hong Kong) Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
11,1723EM24T,Electrical and Mechanical Services Department,"Triennial Term Contract for the Provision of Display, Audio Visual and Public Address Systems at the new Huanggang Port Boundary Control Point for the Government of Hong Kong Special Administrative Region",Majestic Engineering Company Limited,2026-01-01 00:00:00,Majestic Engineering Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
12,1580EM24T,Electrical and Mechanical Services Department,Quadrennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package One of SG25),SIGMA Elevator (HK) Limited,2026-01-01 00:00:00,SIGMA Elevator (HK) Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
13,1076EM25T,Electrical and Mechanical Services Department,"Triennial Term Contract for Operation and Maintenance of Heating, Ventilation, Air-conditioning and Other Installations for Municipal Venues in the New Territories West Areas",Young's Engineering Company Limited,2025-12-01 00:00:00,Young's Engineering Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
14,2523EM24T,Electrical and Mechanical Services Department,Triennial Term Contract for Maintenance of Medical Gas Pipeline Systems for Health Sector Venues,Linde HKO Limited,2025-12-01 00:00:00,Linde HKO Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
15,2BDTD25003,Electrical and Mechanical Services Department,Provision of SAP Enterprise Support Service for the period from January 2026 to December 2026 to the Electrical and Mechanical Services Trading Fund,DynaSys Solutions Limited,2025-12-01 00:00:00,DynaSys Solutions Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
16,2213EM24T,Electrical and Mechanical Services Department,"Triennial Term Contract for Maintenance of Heating, Ventilation and Air-conditioning Installations for Health Sector Venues in Kowloon West Region",Alliance Contracting Company Limited,2025-12-01 00:00:00,Alliance Contracting Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
17,2465EM24T,Electrical and Mechanical Services Department,"Triennial Term Contract for the Maintenance and Repair of, Alternations and Additions to Fire Services Installations for Health Services Buildings in Hong Kong Region and Outlying Islands",Wise Engineering Company Limited,2025-12-01 00:00:00,Wise Engineering Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
18,2558EM24T,Electrical and Mechanical Services Department,Triennial Term Contract for the Maintenance and Repair of Burglar Alarm and Security Installation at Various Venues of the Hong Kong Special Administrative Region Maintained by Hong Kong Maintenance Sub-division ONE of General Engineering Services Division,Shun Hing Engineering Contracting Company Limited,2025-12-01 00:00:00,Shun Hing Engineering Contracting Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
19,2549EM24T,Electrical and Mechanical Services Department,"Triennial Term Contract for the Maintenance and Repair of, Alterations and Additions to Fire Service Installations for Health Services Buildings in Kowloon Region",Chubb Hong Kong Limited,2025-12-01 00:00:00,Chubb Hong Kong Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
20,2529EM24T,Electrical and Mechanical Services Department,"Triennial Term Contract for Maintenance and Improvement of Heating, Ventilation and Air-conditioning Installations for Hospitals and Clinics in Kowloon East Region",Alliance Contracting Company Limited,2025-12-01 00:00:00,Alliance Contracting Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
21,2163EM24W,Electrical and Mechanical Services Department,Replacement of Fire Service System at the Eastern Harbour Crossing,Wise Engineering Company Limited,2025-12-01 00:00:00,Wise Engineering Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
